label,text_a,text_b
0,os#general,缺点：1、        色彩如果未来我再次换系统，或者双修，就只是怪索尼的色彩。索尼的感光元件很出色，但对色彩的处理还不如众老厂经验丰富。拍出来的照片色调有些奇怪，室内人像偏黄偏绿，室外风景偏蓝偏绿。当然这也许是白平衡的问题，通过拍RAW调整后好很多，但终归还是麻烦。不过JPG色彩还是比我之前用的松下GH2好不少的。目前对索尼的色彩还在摸索、适应中。2、        稍逊于单反的机械性能画质上索尼NEX已经与单反无异，但在自动对焦、操控感受上还存在一定差距。但在自动对焦、操控感受上还存在一定差距。不过而且毕竟单反发展了几十年，无反才5年不到，之后的路还长。3、        暂时还不够丰富的系统索尼NEX系统在这两年镜头上补上了不少，但在大光圈长焦和闪光灯上还有不足。但在大光圈长焦和闪光灯上还有不足。一个系统居然同时使用3个不同的闪光灯接口，实在是不可原谅。目前还没有配NEX-6的既小巧又足够强大的闪光灯。
0,hardware#design_features,缺点：1、        色彩如果未来我再次换系统，或者双修，就只是怪索尼的色彩。索尼的感光元件很出色，但对色彩的处理还不如众老厂经验丰富。拍出来的照片色调有些奇怪，室内人像偏黄偏绿，室外风景偏蓝偏绿。当然这也许是白平衡的问题，通过拍RAW调整后好很多，但终归还是麻烦。不过JPG色彩还是比我之前用的松下GH2好不少的。目前对索尼的色彩还在摸索、适应中。2、        稍逊于单反的机械性能画质上索尼NEX已经与单反无异，但在自动对焦、操控感受上还存在一定差距。但在自动对焦、操控感受上还存在一定差距。不过而且毕竟单反发展了几十年，无反才5年不到，之后的路还长。3、        暂时还不够丰富的系统索尼NEX系统在这两年镜头上补上了不少，但在大光圈长焦和闪光灯上还有不足。但在大光圈长焦和闪光灯上还有不足。一个系统居然同时使用3个不同的闪光灯接口，实在是不可原谅。目前还没有配NEX-6的既小巧又足够强大的闪光灯。
1,photo#quality,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
1,camera#price,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
1,photo#quality,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
1,focus#operation_performance,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
1,camera#quality,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
1,camera#operation_performance,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
0,ports#connectivity,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
0,display#operation_performance,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
1,display#operation_performance,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
0,display#general,NEX-5n小巧的高画质尼康D7000微缩版，价格一半以下。画质优秀，对焦尚可，手感不错，最便宜的1080 50/60P摄像机。固件升级后的机器可以设置自定义键，操作更加便捷。感光度、白平衡、测光、对焦模式、画质、连拍速度等常用设置都可以在2步操作以内进行调整。主要的问题：1、        只有一个外置接口。因为习惯了单反，我的NEX-5n总是接着外置的电子取景器。但问题是闪光灯也得用同一个外置接口，于是常常得在取景器和闪光灯之间换来换去，很不方便。2、        触摸屏。用过m4/3系统的人绝对会受不了索尼NEX的触摸屏，因为实在差太远了。松下的GH2的触摸屏灵敏、快速，单单一个“爽”字哪能形容。我曾一度习惯了把相机捧在腰间，左手大姆指点屏幕对焦，右手大姆指按快门的拍摄方法。相比之下，目前的NEX触摸屏除了用于菜单以外，基本没用。
1,photo#quality,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,camera#price,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,photo#quality,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,focus#operation_performance,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,camera#quality,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,camera#operation_performance,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
0,ports#connectivity,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
0,display#operation_performance,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,display#operation_performance,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
0,display#general,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,photo#quality,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,focus#usability,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,hardware#usability,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,hardware#usability,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,camera#quality,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
0,display#design_features,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,camera#quality,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,camera#price,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,focus#operation_performance,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,camera#quality,NEX-6在NEX-5n优秀的画质之上，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增加了相位对焦、取景器、闪光灯接口，增强了手感。除了没有触摸屏以外，基本上NEX-5n缺的，它都补上了，是性能优秀，性价比上佳的机器，也是我个人意见中，第一台能真正替代单反的无反相机。对焦比较快速、准确；握在手里比尼康D7000手感要好。主要问题：这机子分大陆版和世界各地版。其他市场上的NEX-6都是带APP功能的，可以在相机上安装网上的各种小插件，包括定时快门、机内PS、远程操作等。国行的NEX-6既没有APP功能，视频最高帧率又只有50P（根据国内视频制式不同，SONY的相机分50P和60P版），配置是世界上最低的，所以价格也比水货便宜将近1000人民币，购买前应注意区别。
1,photo#quality,没用过单反，手头只有徕卡d-lux4，前一段有了小宝宝，现在4个月了，想给他照点照片，总觉得相机不给力，看别人又5d3拍的人像，真是好，但又感觉机器太大太重了，价格对我来说也贵了，毕竟要花钱的地方还有很多。看了一些朋友的帖子，喜欢e-m5的外观，照片效果也很好，但还是不太有信心，不知道会比我原来的机器拍人像强多少，会不会有很大的提升，原来的小机器想获得浅景深几乎是不可能的，除非拍微距，拍人像很难突出主题，弱光下对焦困难，e-m5在这些方面会好很多吗？
0,camera#price,没用过单反，手头只有徕卡d-lux4，前一段有了小宝宝，现在4个月了，想给他照点照片，总觉得相机不给力，看别人又5d3拍的人像，真是好，但又感觉机器太大太重了，价格对我来说也贵了，毕竟要花钱的地方还有很多。看了一些朋友的帖子，喜欢e-m5的外观，照片效果也很好，但还是不太有信心，不知道会比我原来的机器拍人像强多少，会不会有很大的提升，原来的小机器想获得浅景深几乎是不可能的，除非拍微距，拍人像很难突出主题，弱光下对焦困难，e-m5在这些方面会好很多吗？
1,camera#design_features,没用过单反，手头只有徕卡d-lux4，前一段有了小宝宝，现在4个月了，想给他照点照片，总觉得相机不给力，看别人又5d3拍的人像，真是好，但又感觉机器太大太重了，价格对我来说也贵了，毕竟要花钱的地方还有很多。看了一些朋友的帖子，喜欢e-m5的外观，照片效果也很好，但还是不太有信心，不知道会比我原来的机器拍人像强多少，会不会有很大的提升，原来的小机器想获得浅景深几乎是不可能的，除非拍微距，拍人像很难突出主题，弱光下对焦困难，e-m5在这些方面会好很多吗？
1,photo#quality,没用过单反，手头只有徕卡d-lux4，前一段有了小宝宝，现在4个月了，想给他照点照片，总觉得相机不给力，看别人又5d3拍的人像，真是好，但又感觉机器太大太重了，价格对我来说也贵了，毕竟要花钱的地方还有很多。看了一些朋友的帖子，喜欢e-m5的外观，照片效果也很好，但还是不太有信心，不知道会比我原来的机器拍人像强多少，会不会有很大的提升，原来的小机器想获得浅景深几乎是不可能的，除非拍微距，拍人像很难突出主题，弱光下对焦困难，e-m5在这些方面会好很多吗？
0,camera#quality,"本人是相机经销商，个人觉得 5D3做工不如D800,功能不如A99，红圈头除了型号多，没什么特点，ZA头和金圈都各有特点，ZA头做工扎实，金圈镀膜亮骚，红圈感觉就50 1.2做的还可以，不过买的人也少，机身方面，佳能貌似工业设计很一般，5D2卡口会松，5D3防尘不好，但客户就认佳能，不管懂还是不懂的，对他们来说除了5D3，没其他机器了，A99就不谈了，D800都被鄙视！！而且佳能的用户群越来越小白化拿着5D3来问我自动挡在哪里，我都很无语;一个小姑娘，个子还没1米6,廋廋小小的，脖子上挂个5D3加24-105（就一学生，不是学摄影的）我看了都心疼，明明有NEX7怎么轻巧的机器，我如何劝说都不卖，理由是太小了，带出去没面子！！我估计她都分不出5D3和NEX7拍的照片有啥区别前天一个小姑娘来卖600D，省了几个月饭钱，没什么钱，我建议她买F3，至少省1000元，一句话堵死我：微单拍的没单反好？结果借了同学500块，买的600D，还说要吃1个月的萝卜咸菜了！难道大鼻子就这么有号召力？"
